county_fips,mrp_ideology_mean,mrp_sd,mrp_lower,mrp_upper,raw_ideology_mean,sample_size,abb,state_fips,county_name,population_2010,state,obama_pc_t2012,romney_pct_2012,other_pct_2012,obama_pct_2008,mccain_pct_2008,other_pct_2008
1065,0.203198258,0.214414359,-0.255999907,0.600453658,0.291361089,10,AL,1,"Hale County, Alabama",15760,Alabama,0.626055768,0.37139882,0.002545412,0.606525444,0.389578768,0.003895788
1067,0.419918809,0.19896616,0.03497579,0.7737876,0.697353939,11,AL,1,"Henry County, Alabama",17302,Alabama,0.351940639,0.642465753,0.005593607,0.348982424,0.645814061,0.005203515
1069,0.462079587,0.126040116,0.227233703,0.694476753,0.530402589,96,AL,1,"Houston County, Alabama",101547,Alabama,0.295028389,0.698268047,0.006703564,0.292919612,0.700946448,0.00613394
1071,0.412602024,0.165725195,0.100014464,0.735007339,0.260344072,36,AL,1,"Jackson County, Alabama",53227,Alabama,0.28293726,0.701705788,0.015356952,0.305355945,0.67466705,0.019977005
1073,-0.043280845,0.05628167,-0.151618624,0.058506946,-0.178650306,547,AL,1,"Jefferson County, Alabama",658466(r38264),Alabama,0.52604979,0.466188248,0.007761962,0.521533699,0.470674109,0.007792191
1075,0.504110879,0.205254065,0.109482486,0.893690267,0.587520187,12,AL,1,"Lamar County, Alabama",14564,Alabama,0.229695786,0.761512699,0.008791515,0.228127208,0.765936396,0.005936396
1077,0.409032555,0.155353311,0.119478143,0.705662132,0.2437205,43,AL,1,"Lauderdale County, Alabama",92709,Alabama,0.338831113,0.647573394,0.013595493,0.349805795,0.631639723,0.018554482
1079,0.443083913,0.204378016,0.057507835,0.825738502,0.322274875,11,AL,1,"Lawrence County, Alabama",34339,Alabama,0.359197846,0.628826531,0.011975624,0.351771117,0.631948229,0.016280654
1081,0.196144982,0.123779152,-0.047770934,0.435312982,0.039379675,88,AL,1,"Lee County, Alabama",140247(r38032),Alabama,0.393329531,0.592247834,0.014422635,0.395729406,0.593281178,0.010989416
1083,0.676103021,0.141658895,0.410102822,0.916386007,0.717316525,57,AL,1,"Limestone County, Alabama",82782,Alabama,0.277193378,0.713359091,0.009447531,0.284224017,0.703347143,0.01242884
1085,0.050630223,0.233569025,-0.421966846,0.499927319,0.108559922,5,AL,1,"Lowndes County, Alabama",11299,Alabama,0.764127111,0.23347959,0.002393299,0.748694696,0.248557296,0.002748008
1087,-0.102911214,0.204477379,-0.520236803,0.280153455,-0.382172431,13,AL,1,"Macon County, Alabama",21452,Alabama,0.870213585,0.128054647,0.001731768,0.868805737,0.128344213,0.002850051
1089,0.363254543,0.064760659,0.237340194,0.486673449,0.388707411,349,AL,1,"Madison County, Alabama",334811,Alabama,0.399944537,0.586125281,0.013930181,0.41934218,0.568774158,0.011883662
1091,0.212586452,0.195525811,-0.133188501,0.604401551,0.365646834,22,AL,1,"Marengo County, Alabama",21027,Alabama,0.534541042,0.462511918,0.00294704,0.516607096,0.480864789,0.002528114
1093,0.732901112,0.200466848,0.312258074,1.09219374,1.111090769,14,AL,1,"Marion County, Alabama",30776,Alabama,0.185790995,0.801073936,0.013135068,0.210441117,0.771833266,0.017725617
1095,0.515802855,0.144811717,0.213219069,0.787926001,0.443251496,62,AL,1,"Marshall County, Alabama",93019,Alabama,0.193422588,0.794294663,0.012282749,0.21220527,0.775704034,0.012090695
1097,0.225781117,0.072821832,0.078534317,0.366810787,0.110855335,294,AL,1,"Mobile County, Alabama",412992(r38160),Alabama,0.450407174,0.542667444,0.006925382,0.452977555,0.540441176,0.006581268
1099,0.030495487,0.212665667,-0.36767543,0.443642003,-1.068845709,12,AL,1,"Monroe County, Alabama",23068,Alabama,0.458909227,0.536141203,0.00494957,0.446587273,0.548791326,0.004621401
1101,0.093093684,0.090085735,-0.092711316,0.261145397,0.003719025,211,AL,1,"Montgomery County, Alabama",229363,Alabama,0.618941564,0.376084141,0.004974295,0.593509829,0.401277412,0.005212759
1103,0.503392796,0.123841967,0.249715875,0.761331282,0.498964067,83,AL,1,"Morgan County, Alabama",119490,Alabama,0.272469233,0.71753543,0.009995337,0.274919869,0.712555894,0.012524237
1105,-0.201213898,0.215273288,-0.611294203,0.232674616,-1.411281254,8,AL,1,"Perry County, Alabama",10591,Alabama,0.748975242,0.246925726,0.004099033,0.723656438,0.27260919,0.003734372
1107,0.265725791,0.234996469,-0.214136332,0.713002423,0.446580007,6,AL,1,"Pickens County, Alabama",19746,Alabama,0.46353137,0.533139111,0.003329518,0.456342505,0.539783451,0.003874044
1109,0.511671313,0.191640766,0.18234674,0.884573886,0.726112262,23,AL,1,"Pike County, Alabama",32899,Alabama,0.427801801,0.564471539,0.007726661,0.421282694,0.573557865,0.005159441
1111,0.601984212,0.206077262,0.214156983,1.00064451,0.996698133,14,AL,1,"Randolph County, Alabama",22913,Alabama,0.296018465,0.69474899,0.009232545,0.295069337,0.690966872,0.01396379
1113,0.071436745,0.146116386,-0.215285141,0.332745925,0.106367242,56,AL,1,"Russell County, Alabama",52947,Alabama,0.556173526,0.438476614,0.00534986,0.533174729,0.460216759,0.006608512
1115,0.660872195,0.13532163,0.422884561,0.919500178,0.682459105,62,AL,1,"St. Clair County, Alabama",83593,Alabama,0.165044953,0.825964493,0.008990554,0.178684581,0.811106548,0.010208871
1117,0.545616978,0.091868854,0.359618604,0.726141644,0.558651725,180,AL,1,"Shelby County, Alabama",195085,Alabama,0.216751165,0.772222643,0.011026193,0.227541013,0.761890052,0.010568935
1119,0.195651793,0.19871116,-0.186790533,0.592856627,-0.052285201,14,AL,1,"Sumter County, Alabama",13763,Alabama,0.771452967,0.225700868,0.002846165,0.74985755,0.246581197,0.003561254
1121,0.311413163,0.156132984,0.000683508,0.601428107,0.195051275,43,AL,1,"Talladega County, Alabama",82291,Alabama,0.416654182,0.576693734,0.006652084,0.40284762,0.588001403,0.009150976
1123,0.40932298,0.188384068,0.065379459,0.778263433,0.50389582,25,AL,1,"Tallapoosa County, Alabama",41616,Alabama,0.335599341,0.658346168,0.00605449,0.313966133,0.679198384,0.006835482
1125,0.285024715,0.107736013,0.074993381,0.486457229,0.269200158,122,AL,1,"Tuscaloosa County, Alabama",194656,Alabama,0.40778725,0.582109683,0.010103067,0.41560219,0.575387774,0.009010036
1127,0.411542344,0.182709607,0.056292582,0.769051721,0.251826089,17,AL,1,"Walker County, Alabama",67023,Alabama,0.229900775,0.759124855,0.01097437,0.258969705,0.72323049,0.017799805
1129,0.521887873,0.204028975,0.090049632,0.921831771,0.541515725,11,AL,1,"Washington County, Alabama",17581,Alabama,0.339029392,0.656299841,0.004670768,0.34951567,0.644330484,0.006153846
1131,-0.018557496,0.226593763,-0.443770823,0.399133196,-0.148073621,5,AL,1,"Wilcox County, Alabama",11670,Alabama,0.743092658,0.256296749,0.000610594,0.710194025,0.287650139,0.002155836
1133,0.585781123,0.195151803,0.171636713,0.925316507,0.631239367,16,AL,1,"Winston County, Alabama",24484,Alabama,0.132386247,0.855672226,0.011941528,0.175157013,0.807795833,0.017047154
2013,0.522117621,0.243024518,0.043917889,0.945764618,NA,NA,AK,2,"Aleutians East Borough, Alaska",3141,Alaska,NA,.,.,NA,.,.
2016,0.510273251,0.253081551,0.061649578,1.030219268,0.809239352,1,AK,2,"Aleutians West Census Area, Alaska",5561,Alaska,NA,.,.,NA,.,.
2020,0.07152688,0.069745691,-0.072302894,0.198480119,0.029154208,303,AK,2,"Anchorage Municipality, Alaska",291826,Alaska,NA,.,.,NA,.,.
2050,0.46525592,0.241575221,-0.031743777,0.936411304,-1.004594671,2,AK,2,"Bethel Census Area, Alaska",17013,Alaska,NA,.,.,NA,.,.
2060,0.533393189,0.244655553,0.05605914,1.011744119,NA,NA,AK,2,"Bristol Bay Borough, Alaska",997,Alaska,NA,.,.,NA,.,.
2068,0.580945978,0.201138211,0.235649455,1.005357912,1.177019062,9,AK,2,"Denali Borough, Alaska",1826,Alaska,NA,.,.,NA,.,.
2070,0.464960343,0.2380253,-0.003085777,0.911484822,-0.092249261,2,AK,2,"Dillingham Census Area, Alaska",4847,Alaska,NA,.,.,NA,.,.
2090,0.15932023,0.120149811,-0.058746178,0.388107104,-0.066400985,94,AK,2,"Fairbanks North Star Borough, Alaska",97581,Alaska,NA,.,.,NA,.,.
2100,0.541653637,0.24946859,0.075340628,1.008675723,NA,NA,AK,2,"Haines Borough, Alaska",2508,Alaska,NA,.,.,NA,.,.
2105,0.50830143,0.221248146,0.061575221,0.968205175,NA,NA,AK,2,"Hoonah-Angoon Census Area, Alaska",2150,Alaska,NA,.,.,NA,.,.
2110,0.045170197,0.154499014,-0.258111426,0.324698445,-0.192294719,39,AK,2,"Juneau City and Borough, Alaska",31275,Alaska,NA,.,.,NA,.,.
2122,0.48571417,0.149261754,0.197747689,0.778628291,0.406241916,53,AK,2,"Kenai Peninsula Borough, Alaska",55400,Alaska,NA,.,.,NA,.,.
2130,0.232574549,0.190402886,-0.101465789,0.58064345,-0.116924073,17,AK,2,"Ketchikan Gateway Borough, Alaska",13477,Alaska,NA,.,.,NA,.,.
2150,0.352286885,0.197581138,-0.032109351,0.760782235,0.043819253,16,AK,2,"Kodiak Island Borough, Alaska",13592,Alaska,NA,.,.,NA,.,.
2164,0.554096821,0.238642854,0.088372501,1.022723592,NA,NA,AK,2,"Lake and Peninsula Borough, Alaska",1631(r38835),Alaska,NA,.,.,NA,.,.
2170,0.672257041,0.141787797,0.396237811,0.948677241,0.705297571,59,AK,2,"Matanuska-Susitna Borough, Alaska",88995,Alaska,NA,.,.,NA,.,.
2180,0.496888261,0.219523474,0.050860728,0.9090915,-0.593295245,1,AK,2,"Nome Census Area, Alaska",9492,Alaska,NA,.,.,NA,.,.
2185,0.633671203,0.255899279,0.134750198,1.133900716,1.561335078,1,AK,2,"North Slope Borough, Alaska",9430,Alaska,NA,.,.,NA,.,.
2188,0.497177276,0.232148444,0.022070697,0.973339818,-1.294651188,2,AK,2,"Northwest Arctic Borough, Alaska",7523,Alaska,NA,.,.,NA,.,.
2195,0.306150301,0.231559413,-0.149964637,0.727028945,-2.056739615,2,AK,2,"Petersburg Borough, Alaska",3815,Alaska,NA,.,.,NA,.,.
2198,0.556637932,0.242828087,0.082517134,1.045984982,1.563208302,3,AK,2,"Prince of Wales-Hyder Census Area, Alaska",5559,Alaska,NA,.,.,NA,.,.
2220,0.358646771,0.22554282,-0.071924217,0.816976506,-0.120538069,6,AK,2,"Sitka City and Borough, Alaska",8881,Alaska,NA,.,.,NA,.,.
2230,0.361308984,0.224208492,-0.053037429,0.820899762,-0.45168136,5,AK,2,"Skagway Municipality, Alaska",968,Alaska,NA,.,.,NA,.,.
2240,0.638219063,0.218243902,0.208070587,1.048588813,1.077765578,8,AK,2,"Southeast Fairbanks Census Area, Alaska",7029,Alaska,NA,.,.,NA,.,.
2261,0.67892594,0.203218987,0.281971292,1.064580953,1.209893882,12,AK,2,"Valdez-Cordova Census Area, Alaska",9636,Alaska,NA,.,.,NA,.,.
2270,0.603059227,0.249170286,0.112451445,1.041490164,NA,NA,AK,2,"Wade Hampton Census Area, Alaska",7459,Alaska,NA,.,.,NA,.,.
2275,0.473146762,0.228437393,0.046732544,0.920556884,-0.134571237,2,AK,2,"Wrangell City and Borough, Alaska",2369,Alaska,NA,.,.,NA,.,.
2282,0.551862218,0.236236425,0.107393371,1.01607161,NA,NA,AK,2,"Yakutat City and Borough, Alaska",662,Alaska,NA,.,.,NA,.,.
2290,0.654190401,0.232875743,0.206353671,1.101564404,0.784033589,4,AK,2,"Yukon-Koyukuk Census Area, Alaska",5588,Alaska,NA,.,.,NA,.,.
4001,0.599105091,0.192684678,0.220349334,0.967411883,0.914822193,16,AZ,4,"Apache County, Arizona",71518,Arizona,0.663378211,0.31917363,0.017448158,0.634325282,0.352444151,0.013230566
4003,0.474145639,0.092412017,0.31728328,0.650158572,0.524019709,194,AZ,4,"Cochise County, Arizona",131346,Arizona,0.378466624,0.601942738,0.019590637,0.388017206,0.594551413,0.017431381
4005,-0.092429215,0.112890152,-0.296857468,0.127744911,-0.20689011,115,AZ,4,"Coconino County, Arizona",134421,Arizona,0.565560302,0.410198914,0.024240784,0.57840792,0.408251141,0.013340939
4007,0.327695592,0.155500501,0.043790471,0.615747137,0.39393367,48,AZ,4,"Gila County, Arizona",53597,Arizona,0.357534374,0.625,0.017465626,0.353020194,0.631128823,0.015850983
4009,0.563415112,0.162208067,0.252687388,0.888929551,0.71992177,29,AZ,4,"Graham County, Arizona",37220,Arizona,0.304428511,0.681231548,0.014339941,0.290413925,0.697593071,0.011993004
4011,0.325075889,0.240011733,-0.236985871,0.781377953,1.147709416,5,AZ,4,"Greenlee County, Arizona",8437,Arizona,0.440484196,0.535305985,0.024209818,0.399931342,0.587710264,0.012358393
4012,0.325560501,0.17980326,-0.029982808,0.683826036,0.282881392,21,AZ,4,"La Paz County, Arizona",20489,Arizona,0.328843799,0.64964142,0.02151478,0.347442363,0.632024496,0.020533141
4013,0.110196567,0.021831339,0.071827685,0.149940359,0.12474656,4345,AZ,4,"Maricopa County, Arizona",3817117,Arizona,0.437531873,0.544753654,0.017714473,0.441159534,0.546863576,0.01197689
4015,0.35102303,0.074818023,0.221924812,0.499445621,0.341628095,287,AZ,4,"Mohave County, Arizona",200186,Arizona,0.279003,0.702299671,0.018697329,0.326780564,0.655765106,0.01745433
4017,0.329523406,0.127316558,0.083798994,0.578164324,0.280344193,73,AZ,4,"Navajo County, Arizona",107449,Arizona,0.453863667,0.532583367,0.013552966,0.435167598,0.55198324,0.012849162
4019,-0.070704242,0.03531049,-0.144377323,-0.009961553,-0.052604614,1286,AZ,4,"Pima County, Arizona",980263,Arizona,0.526490517,0.45723741,0.016272073,0.524248401,0.463632482,0.012119117
4021,0.382424062,0.077976778,0.245127698,0.533360135,0.405613252,274,AZ,4,"Pinal County, Arizona",375770,Arizona,0.409047685,0.573133915,0.0178184,0.421936825,0.566545579,0.011517596
4023,0.097729497,0.176005656,-0.228443675,0.439034092,0.144456321,28,AZ,4,"Santa Cruz County, Arizona",47420,Arizona,0.682740751,0.304807831,0.012451418,0.652709915,0.339622642,0.007667443
4025,0.36611679,0.071204818,0.228984794,0.502012008,0.369714483,298,AZ,4,"Yavapai County, Arizona",211033,Arizona,0.338222829,0.642860704,0.018916466,0.37019308,0.614081567,0.015725353
4027,0.086795057,0.096333127,-0.103683018,0.273897471,0.179109201,133,AZ,4,"Yuma County, Arizona",195751,Arizona,0.430457893,0.556622888,0.012919219,0.425518744,0.563498796,0.01098246
5001,0.293503347,0.176361439,-0.056955618,0.63213086,0.216544713,23,AR,5,"Arkansas County, Arkansas",19019,Arkansas,0.378041269,0.600092393,0.021866338,0.375322442,0.599742046,0.024935512
5003,0.007757965,0.197508732,-0.367154047,0.395664035,-0.482918597,14,AR,5,"Ashley County, Arkansas",21853,Arkansas,0.360939275,0.614442621,0.024618104,0.34436473,0.625549641,0.030085628
5005,0.510470732,0.134341387,0.247159331,0.769743826,0.534795067,71,AR,5,"Baxter County, Arkansas",41513,Arkansas,0.267438854,0.707792544,0.024768602,0.327260898,0.64321105,0.029528052
5007,0.438618646,0.083011551,0.274829353,0.592257923,0.430881516,223,AR,5,"Benton County, Arkansas",221339,Arkansas,0.285602534,0.689478532,0.024918935,0.306692256,0.6720387,0.021269044
5009,0.341927999,0.143081589,0.04199713,0.633788176,0.320916597,66,AR,5,"Boone County, Arkansas",36903,Arkansas,0.245078293,0.725034111,0.029887597,0.286609797,0.68340442,0.029985783
5011,0.222901023,0.221528355,-0.276576739,0.612171117,0.595405251,7,AR,5,"Bradley County, Arkansas",11508,Arkansas,0.396768894,0.584337349,0.018893757,0.415738679,0.559762435,0.024498886
5013,0.17825018,0.227261425,-0.284799885,0.579366788,0.034188799,5,AR,5,"Calhoun County, Arkansas",5368,Arkansas,0.303587856,0.670653174,0.02575897,0.311682454,0.659449707,0.028867839
5015,0.218097213,0.171422273,-0.124894042,0.554234551,0.078121614,33,AR,5,"Carroll County, Arkansas",27446,Arkansas,0.362957871,0.601492684,0.035549445,0.394366197,0.57500709,0.030626713
5017,0.189003118,0.239896591,-0.249991488,0.665896159,1.044063378,3,AR,5,"Chicot County, Arkansas",11800,Arkansas,0.607429489,0.382939693,0.009630819,0.584293395,0.40687404,0.008832565
5019,0.281722729,0.1933693,-0.09795579,0.655342832,0.16836617,21,AR,5,"Clark County, Arkansas",22995,Arkansas,0.4532049,0.516470448,0.030324652,0.469210468,0.506707719,0.024081812
5021,0.325506257,0.198039628,-0.057221531,0.682493365,0.061311495,13,AR,5,"Clay County, Arkansas",16083,Arkansas,0.340117417,0.63111546,0.028767123,0.407185629,0.550172383,0.042641989
5023,0.263365608,0.17692722,-0.086382033,0.606364813,0.087898377,20,AR,5,"Cleburne County, Arkansas",25970,Arkansas,0.224950631,0.746372456,0.028676913,0.260275181,0.702240254,0.037484565
5025,0.200514496,0.223167736,-0.246225497,0.622554188,-0.969126326,3,AR,5,"Cleveland County, Arkansas",8689,Arkansas,0.258726271,0.708205756,0.033067973,0.259914408,0.699286733,0.040798859
5027,0.292531601,0.169175403,-0.022858653,0.603334794,0.646305474,28,AR,5,"Columbia County, Arkansas",24552,Arkansas,0.376203067,0.612374405,0.011422528,0.371835112,0.613203599,0.014961289
5029,0.109485406,0.208129792,-0.288570415,0.498641492,-0.240419461,15,AR,5,"Conway County, Arkansas",21273,Arkansas,0.388745149,0.583958603,0.027296248,0.386950111,0.576431556,0.036618334
5031,0.200800101,0.142238706,-0.077619323,0.473050791,0.058071155,69,AR,5,"Craighead County, Arkansas",96443,Arkansas,0.332082019,0.641955836,0.025962145,0.364699044,0.609693878,0.025607078
5033,0.665496368,0.134282166,0.400818288,0.941853576,0.751126341,72,AR,5,"Crawford County, Arkansas",61948,Arkansas,0.237045311,0.735515516,0.027439172,0.255113968,0.715371128,0.029514904
5035,0.179337598,0.170347621,-0.149083294,0.492567661,0.221329843,40,AR,5,"Crittenden County, Arkansas",50902,Arkansas,0.567540081,0.418640823,0.013819095,0.565872364,0.41906327,0.015064366
5037,0.340866024,0.199574014,-0.024999496,0.744139876,0.415817587,10,AR,5,"Cross County, Arkansas",17870,Arkansas,0.341116599,0.638976201,0.0199072,0.361851332,0.616129032,0.022019635
5039,0.086963444,0.229537966,-0.32660752,0.54634797,-0.503330762,3,AR,5,"Dallas County, Arkansas",8116,Arkansas,0.433527886,0.539883268,0.026588846,0.443339361,0.529535865,0.027124774
5041,0.085377294,0.228847022,-0.316328763,0.538923352,0.488782547,4,AR,5,"Desha County, Arkansas",13008,Arkansas,0.552714932,0.428959276,0.018325792,0.54916631,0.427319367,0.023514322
5043,0.27136792,0.20584317,-0.109111943,0.700591939,0.173380245,8,AR,5,"Drew County, Arkansas",18509,Arkansas,0.396502337,0.586009347,0.017488316,0.393040847,0.583963691,0.022995461
5045,0.274146718,0.126186351,0.020122904,0.494513142,0.109681039,88,AR,5,"Faulkner County, Arkansas",113237,Arkansas,0.328533526,0.644524843,0.02694163,0.363170548,0.615896452,0.020933
5047,0.409405549,0.200756527,0.039941663,0.794163551,0.478492397,13,AR,5,"Franklin County, Arkansas",18125,Arkansas,0.263914373,0.708103976,0.027981651,0.288648649,0.681235521,0.03011583
5049,0.115434541,0.193142285,-0.265346332,0.484903097,-0.483554629,14,AR,5,"Fulton County, Arkansas",12245,Arkansas,0.32109686,0.652145069,0.026758072,0.389007699,0.577844311,0.03314799
5051,0.18332868,0.103598691,-0.010667502,0.392318942,0.116251709,141,AR,5,"Garland County, Arkansas",96024,Arkansas,0.338931448,0.638725201,0.022343351,0.363663396,0.613577621,0.022758984
5053,0.166355747,0.201968604,-0.220380303,0.551391477,-0.527393226,15,AR,5,"Grant County, Arkansas",17853,Arkansas,0.226578176,0.74533107,0.028090755,0.229942588,0.739437656,0.030619756
5055,0.491851863,0.146884118,0.189127904,0.768484108,0.500409696,49,AR,5,"Greene County, Arkansas",42090,Arkansas,0.29067655,0.659181746,0.050141705,0.333602703,0.630179254,0.036218043
5057,0.397784933,0.209494673,-0.014223653,0.768648297,0.896970881,12,AR,5,"Hempstead County, Arkansas",22609,Arkansas,0.356595868,0.618985696,0.024418437,0.390393251,0.581439652,0.028167098
5059,0.232179947,0.18277402,-0.099595047,0.582092407,-0.182705461,24,AR,5,"Hot Spring County, Arkansas",32923,Arkansas,0.340142096,0.630284192,0.029573712,0.358678377,0.603011292,0.03831033
5061,0.424364267,0.22746948,-0.015576182,0.87606901,1.302745376,7,AR,5,"Howard County, Arkansas",13789,Arkansas,0.329672792,0.648139848,0.02218736,0.360297152,0.610193974,0.029508873
5063,0.2645125,0.161367409,-0.020710419,0.600576096,0.239723509,37,AR,5,"Independence County, Arkansas",36647,Arkansas,0.264660805,0.7040413,0.031297895,0.299861777,0.67119278,0.028945443
5065,0.314866185,0.1842853,-0.054286169,0.677269815,0.141299008,22,AR,5,"Izard County, Arkansas",13696,Arkansas,0.288745737,0.677339901,0.033914362,0.3434266,0.611920276,0.044653124
5067,0.367669728,0.206614409,-0.030331155,0.763609692,0.070457614,14,AR,5,"Jackson County, Arkansas",17997,Arkansas,0.391808491,0.574527773,0.033663737,0.395378001,0.558581154,0.046040846
5069,0.101013627,0.169301832,-0.223042215,0.411764033,0.00299173,36,AR,5,"Jefferson County, Arkansas",77435,Arkansas,0.637987072,0.347660958,0.01435197,0.621947523,0.35888713,0.019165347
